,level,parent,name,q,eppo,hosts,hosts_ix,corr_deseases
318,7,922,Phytoplasma mali,Q3901767,PHYPMA,"[[""Malus x zumi"", ""MABZU""], [""Crataegus monogyna"", ""Q161511"", ""CSCMO""], [""Ribes sp."", ""RIBSS""], [""Prunus persica"", ""Q13189"", ""PRNPS""], [""Prunus domestica"", ""Q44120"", ""PRNDO""], [""Forsythia suspensa"", ""Q1275024"", ""FOSSU""], [""Pyrus pyrifolia"", ""Q838963"", ""PYUPY""], [""Dahlia hybrids"", ""DAHHY""], [""Malus halliana"", ""Q1571895"", ""MABHA""], [""Malus x adstringens"", ""MABAD""], [""Malus hupehensis"", ""Q1712421"", ""MABHU""], [""Malus x scheideckeri"", ""MABSH""], [""Malus sargentii"", ""Q4992558"", ""MABSA""], [""Malus spectabilis"", ""Q1074153"", ""MABSP""], [""Punica granatum"", ""Q13188"", ""PUNGR""], [""Malus x purpurea"", ""MABPU""], [""Convolvulus arvensis"", ""Q111346"", ""CONAR""], [""Malus prunifolia"", ""Q738571"", ""MABPF""], [""Malus sylvestris"", ""Q47161"", ""MABSY""], [""Malus x moerlandsii"", ""MABMO""], [""Apium graveolens"", ""Q28298"", ""APUGV""], [""Nicotiana clevelandii"", ""Q7030541"", ""NIOCL""], [""Vitis vinifera"", ""Q30046"", ""VITVI""], [""Malus baccata"", ""Q1743596"", ""MABBA""], [""Quercus robur"", ""Q165145"", ""QUERO""], [""Catharanthus roseus"", ""Q161093"", ""CTURO""], [""Malus x soulardii"", ""MABSO""], [""Solanum lycopersicum"", ""Q23501"", ""LYPES""], [""Malus x atrosanguinea"", ""Q21370191"", ""MABAT""], [""Malus fusca"", ""Q2564409"", ""MABFU""], [""Prunus armeniaca"", ""Q37453"", ""PRNAR""], [""Viburnum lantana"", ""Q158508"", ""VIBLA""], [""Nicotiana tabacum"", ""Q181095"", ""NIOTA""], [""Lilium hybrids"", ""LILHY""], [""Malus floribunda"", ""MABFB""], [""Nicotiana occidentalis"", ""Q7030543"", ""NIOOC""], [""Quercus rubra"", ""Q147525"", ""QUERU""], [""Malus toringoides"", ""Q1023519"", ""MABTG""], [""Carpinus betulus"", ""Q158776"", ""CIPBE""], [""Nicotiana benthamiana"", ""Q3024956"", ""NIOBE""], [""Malus kansuensis"", ""Q1937366"", ""MABKA""], [""Malus x magdeburgensis"", ""MABMA""], [""Prunus salicina"", ""Q1250033"", ""PRNSC""], [""Pyrus communis"", ""Q146281"", ""PYUCO""], [""Nicotiana quadrivalvis"", ""Q7030548"", ""NIOBI""], [""Malus x micromalus"", ""MABMI""], [""Malus domestica"", ""Q18674606"", ""MABSD""], [""Prunus avium"", ""Q165137"", ""PRNAV""], [""Corylus avellana"", ""Q124969"", ""CYLAV""], [""Spiraea x vanhouttei"", ""SPVVH""]]","[1177, 547, 1690, 1551, 1529, 847, 1603, 673, 1157, 1149, 1158, 1170, 1168, 1173, 1590, 1166, 524, 1164, 1174, 1163, 226, 1257, 2069, 1152, 1643, 605, 1172, 1140, 1151, 1155, 1516, 2040, 1260, 1086, 1154, 1259, 1644, 1175, 479, 1255, 1160, 1161, 1554, 1600, 1256, 1162, 1169, 1517, 651, 1898]","[[""apple proliferation"", ""Q135277""]]"
319,7,922,Phytoplasma pruni,Q63348866,PHYPPN,"[[""Prunus dulcis"", ""Q39918"", ""PRNDU""], [""Apium graveolens"", ""Q28298"", ""APUGV""], [""Trifolium sp."", ""TRFSS""], [""Prunus virginiana"", ""Q162829"", ""PRNVG""], [""Prunus pensylvanica"", ""Q2707920"", ""PRNPE""], [""Prunus cerasus"", ""Q131517"", ""PRNCE""], [""Prunus persica"", ""Q13189"", ""PRNPS""], [""Prunus salicina"", ""Q1250033"", ""PRNSC""], [""Medicago polymorpha"", ""Q164772"", ""MEDPO""], [""Prunus avium"", ""Q165137"", ""PRNAV""], [""Catharanthus roseus"", ""Q161093"", ""CTURO""], [""Prunus persica var. nucipersica"", ""Q3408651"", ""PRNPN""], [""Prunus emarginata"", ""Q591062"", ""PRNEM""]]","[1531, 226, 1965, 1565, 1549, 1521, 1551, 1554, 1199, 1517, 605, 1550, 1532]","[[""Cherry X Disease"", ""Q17083372""]]"
320,7,922,Phytoplasma prunorum,Q3901770,PHYPPR,"[[""Prunus dulcis"", ""Q39918"", ""PRNDU""], [""Prunus"", ""Q190545"", ""1PRNG""], [""Convolvulus arvensis"", ""Q111346"", ""CONAR""], [""Prunus armeniaca"", ""Q37453"", ""PRNAR""], [""Cynodon dactylon"", ""CYNDA""], [""Prunus persica"", ""Q13189"", ""PRNPS""], [""Prunus domestica subsp. insititia"", ""Q4996665"", ""PRNDT""], [""Prunus salicina"", ""Q1250033"", ""PRNSC""], [""Prunus spinosa"", ""Q129018"", ""PRNSN""], [""Prunus cerasifera"", ""Q146951"", ""PRNCF""], [""Prunus domestica"", ""Q44120"", ""PRNDO""], [""Ribes"", ""Q22691"", ""1RIBG""], [""Prunus avium"", ""Q165137"", ""PRNAV""], [""Prunus mahaleb"", ""Q161920"", ""PRNMH""]]","[1531, 73, 524, 1516, 656, 1551, 1530, 1554, 1558, 1522, 1529, 80, 1517, 1542]","[[""European stone fruit yellows"", ""Q109023667""]]"
321,7,922,Phytoplasma pyri,Q3901771,PHYPPY,"[[""Prunus dulcis"", ""Q39918"", ""PRNDU""], [""Pyrus ussuriensis"", ""Q13172138"", ""PYUUS""], [""Ribes nigrum"", ""Q146604"", ""RIBNI""], [""Prunus persica"", ""Q13189"", ""PRNPS""], [""Pyrus communis"", ""Q146281"", ""PYUCO""], [""Pyrus pyrifolia"", ""Q838963"", ""PYUPY""], [""Pyrus calleryana"", ""Q3079266"", ""PYUCA""], [""Prunus avium"", ""Q165137"", ""PRNAV""], [""Catharanthus roseus"", ""Q161093"", ""CTURO""], [""Cydonia oblonga"", ""Q43300"", ""CYDOB""], [""Pyrus betulifolia"", ""Q9281564"", ""PYUBE""], [""Ribes rubrum"", ""Q146661"", ""RIBRU""]]","[1531, 1607, 1687, 1551, 1600, 1603, 1599, 1517, 605, 647, 1597, 1688]","[[""pear decline"", ""Q865794""]]"
322,7,922,Phytoplasma rubi,Q63348854,PHYPRU,"[[""Rosa canina"", ""Q146066"", ""ROSCN""], [""Rubus fruticosus"", ""RUBFR""], [""Rubus idaeus"", ""Q12252383"", ""RUBID""], [""Rubus"", ""Q602740"", ""1RUBG""]]","[1702, 1727, 1729, 82]","[[""Rubus stunt"", ""Q22675219""]]"
323,7,922,Candidatus Phytoplasma sacchari,Q106128039,PHYPSA,"[[""Cynodon dactylon"", ""CYNDA""], [""Saccharum officinarum"", ""Q3391243"", ""SACOF""]]","[656, 1745]","[[""Sugarcane Grassy Shoot Disease"", ""Q7634970""]]"
324,7,922,'Candidatus Phytoplasma ulmi',Q132782,PHYPUL,"[[""Ulmus villosa"", ""Q7879642"", ""ULMVI""], [""Ulmus canescens"", ""Q7879426"", ""ULMCA""], [""Ulmus serotina"", ""Q2110146"", ""ULMSE""], [""Ulmus crassifolia"", ""Q7879431"", ""ULMCR""], [""Zelkova serrata"", ""Q920344"", ""ZELSE""], [""Ulmus rubra"", ""Q1534893"", ""ULMRU""], [""Ulmus glabra"", ""Q147498"", ""ULMGL""], [""Ulmus chenmoui"", ""Q2109862"", ""ULMCH""], [""Ulmus parvifolia"", ""Q1074099"", ""ULMPA""], [""Ulmus wilsoniana"", ""Q21304667"", ""ULMWI""], [""Ulmus davidiana var. japonica"", ""Q844010"", ""ULMJA""], [""Ulmus alata"", ""Q7879360"", ""ULMAL""], [""Ulmus minor"", ""Q147487"", ""ULMMI""], [""Ugni molinae"", ""Q1072849"", ""MYVUG""], [""Ulmus wallichiana"", ""Q5466748"", ""ULMWA""], [""Ulmus americana"", ""Q469382"", ""ULMAM""], [""Ulmus x hollandica"", ""ULMHO""], [""Ulmus laevis"", ""Q147492"", ""ULMLV""], [""Ulmus pumila"", ""Q1079824"", ""ULMPU""]]","[2001, 1985, 1998, 1987, 2090, 1997, 1988, 1986, 1994, 2003, 1990, 1983, 1993, 1245, 2002, 1984, 1989, 1992, 1996]","[[""witch's broom"", ""Q755981""], [""sereh disease"", ""Q123113332""]]"
325,9,925,Phyllachora graminis,Q7188486,PHYRGR,"[[""Triticum durum"", ""Q618324"", ""TRZDU""]]",[1969],"[[""tar spot"", ""Q2400155""]]"
326,9,925,Phyllachora gratissima,Q7188485,PHYRGT,"[[""Aguacate"", ""Q37153"", ""PEBAM""]]",[1306],"[[""tar spot"", ""Q2400155""]]"
327,9,925,Phyllachora musicola,Q7188482,PHYRMU,"[[""Musa"", ""Q8666090"", ""1MUBG""]]",[62],"[[""Black cross""]]"
328,9,860,Phoma ajacis,Q10628074,PHYSAJ,[],[],"[[""Q14567720"", ""Q14567720""]]"
329,8,805,Phyllosticta cavendishii,Q108202589,PHYSCA,[],[],"[[""Banana freckle"", ""Q20683862""]]"
330,8,805,Phyllosticta coffeicola,Q7189391,PHYSCO,"[[""Coffea"", ""Q156354"", ""1COFG""]]",[18],"[[""Leaf spot""]]"
331,7,926,Phytophthora agathidicida,Q46956896,PHYTAG,[],[],"[[""Kauri dieback"", ""Q110421105""]]"
332,7,926,Phytophthora citricola,Q7189815,PHYTCI,"[[""Humulus lupulus"", ""Q104212"", ""HUMLU""]]",[972],"[[""Black root rot""]]"
333,7,926,Phytophthora cinnamomi,Q2711566,PHYTCN,"[[""Ericaceae"", ""Q975872"", ""1ERIF""], [""Kalmia latifolia"", ""Q1235131"", ""KAMLA""], [""Quercus"", ""Q12004"", ""1QUEG""], [""Castanea mollissima"", ""Q699584"", ""CSNMO""], [""Eucalyptus globulus"", ""Q159528"", ""EUCGL""], [""Chamaecyparis lawsoniana"", ""Q161360"", ""CHCLA""], [""Cupressaceae"", ""Q146037"", ""1CUPF""], [""Quercus suber"", ""Q156137"", ""QUESU""], [""Symplocos sp."", ""SYSSS""], [""Castanea sativa"", ""Q22699"", ""CSNSA""], [""Cinnamomum verum"", ""Q370239"", ""CINZE""], [""Ananas comosus"", ""Q1493"", ""ANHCO""], [""Quercus glauca"", ""Q714124"", ""QUEGU""], [""Acer oliverianum"", ""Q3205552"", ""ACROL""], [""Araucaria araucana"", ""Q158780"", ""ARUAR""], [""Prunus dulcis"", ""Q39918"", ""PRNDU""], [""Quercus ilex"", ""Q218155"", ""QUEIL""], [""Persea americana"", ""Q37153"", ""PEBAM""], [""Platanus x hispanica"", ""PLTHY""], [""Lupinus luteus"", ""Q159751"", ""LUPLU""], [""Juglans regia"", ""Q46871"", ""IUGRE""], [""Panax ginseng"", ""Q182881"", ""PNXGI""], [""Dillwynia floribunda"", ""Q5276978"", ""DWYFL""], [""Rhododendron hybrids"", ""RHOHY""], [""Fagus sylvatica"", ""Q146149"", ""FAUSY""], [""Pinaceae"", ""Q101680"", ""1PINF""], [""Ficus carica"", ""Q36146"", ""FIUCA""], [""Picea abies"", ""Q145992"", ""PIEAB""], [""Vaccinium corymbosum"", ""Q468695"", ""VACCO""], [""Cinnamomum burmannii"", ""Q4115136"", ""CINBU""]]","[38, 1020, 78, 573, 815, 392, 30, 1649, 1921, 576, 475, 213, 1624, 138, 249, 1531, 1625, 1306, 1475, 1128, 1005, 1484, 763, 1671, 835, 68, 840, 1362, 2012, 471]","[[""Phytophthora root rot"", ""Q25381340""]]"
334,7,926,Phytophthora drechsleri,Q1354553,PHYTDR,"[[""Cucurbitaceae"", ""Q8314"", ""1CUCF""]]",[29],"[[""Root rot"", ""Q1442077""]]"
335,7,926,Phytophthora fragariae,Q7189817,PHYTFR,"[[""Fragaria x ananassa"", ""FRAAN""], [""Rubus x loganobaccus"", ""RUBLO""]]","[848, 1730]","[[""red stele"", ""Q107264214""]]"
336,7,926,Phytophthora infestans,Q149072,PHYTIN,"[[""Solanum tuberosum"", ""Q10998"", ""SOLTU""], []]",[1866],"[[""tomato late  blight"", ""Q1747779""], [""late blight of potato"", ""Q18587030""], [""Late blight""]]"
337,7,926,Phytophthora megasperma,Q3061914,PHYTME,"[[""Brassica napus"", ""Q177932"", ""BRSNN""]]",[319],"[[""Root rot"", ""Q1442077""], [""Q109044140"", ""Q109044140""]]"
338,7,926,Phytophthora sp.,Q311294,PHYTSP,[],[],"[[""Q110521707"", ""Q110521707""], [""phytophthorosis"", ""Q30916294""]]"
339,7,932,Plasmodiophora brassicae,Q1378682,PLADBR,"[[""Cardamine hirsuta"", ""Q157926"", ""CARHI""], [""Brassica oleracea var. gongylodes"", ""Q147202"", ""BRSOG""], [""Brassica napus"", ""Q125526553"", ""BRSNN""], [""Raphanus sativus"", ""Q7224565"", ""RAPSR""], [""Brassica"", ""Q58677"", ""1BRSG""], [""Brassicaceae"", ""Q156888"", ""1CRUF""]]","[345, 323, 319, 1655, 9, 22]","[[""Clubroot"", ""Q101095067""]]"
340,7,933,Plasmopara crustosa,,PLASCR,"[[""Daucus carota subsp. sativus"", ""Q11678009"", ""DAUCS""]]",[683],"[[""downy mildew"", ""Q1394849""]]"
341,7,933,Plasmopara halstedii,Q3906344,PLASHA,"[[""Ageratum houstonianum"", ""Q280807"", ""AGEHO""], [""Coreopsis grandiflora"", ""Q1319071"", ""CRLGR""], [""Helianthus annuus"", ""Q171497"", ""HELAN""], [""Xanthium strumarium"", ""Q857159"", ""XANST""], [""Helianthus"", ""Q26949"", ""1HELG""], [""Rudbeckia fulgida"", ""Q450250"", ""RUDFU""], [""Gerbera jamesonii"", ""Q746928"", ""GEBJA""], [""Cineraria"", ""Q2360058"", ""SENCR""], [""Asteraceae"", ""Q25400"", ""1COMF""], [""Artemisia dracunculus"", ""Q155814"", ""ARTDR""], [""Helianthus tuberosus"", ""Q146190"", ""HELTU""]]","[162, 539, 937, 2087, 49, 1738, 881, 1790, 19, 245, 941]","[[""downy mildew"", ""Q1394849""]]"
342,7,933,Plasmopara obducens,Q7201992,PLASOB,"[[""Impatiens balsamina"", ""Q845019"", ""IPABA""], [""Impatiens noli-tangere"", ""Q158748"", ""IPANT""], [""Impatiens walleriana"", ""IPAWA""], [""Impatiens"", ""Q141672"", ""1IPAG""], [""Impatiens New Guinea hybrids"", ""IPANG""]]","[992, 994, 995, 52, 993]","[[""downy mildew"", ""Q1394849""]]"
343,7,933,Plasmopara viticola,Q622010,PLASVI,"[[""Vitis"", ""Q191019"", ""1VITG""]]",[99],"[[""downy mildew"", ""Q1394849""]]"
344,9,934,Stemphylium vesicarium,Q146566,PLEOAL,"[[""Asparagus"", ""Q2853420"", ""ASPOF""]]",[259],"[[""Stemphylium leaf blight"", ""Q130266331""], [""Purple spot""]]"
345,9,936,Pleospora betae,Q7204610,PLEOBJ,"[[""Spinacia oleracea"", ""Q81464"", ""SPQOL""], [""Beta vulgaris"", ""Q165191"", ""BEAVX""], [""Chenopodium quinoa"", ""Q139925"", ""CHEQU""]]","[1890, 281, 399]","[[""Q128476243"", ""Q128476243""]]"
346,6,937,Polyscytalum pustulans,Q771926,PLSCPU,"[[""Solanum tuberosum"", ""Q10998"", ""SOLTU""]]",[1866],"[[""Skin spot""], [""Q127162674"", ""Q127162674""]]"
347,9,599,Prunus necrotic ringspot virus,Q7253108,PNRSV0,"[[""Prunus cerasoides"", ""Q150149"", ""PRNCS""], [""Prunus cerasus"", ""Q131517"", ""PRNCE""], [""Prunus persica"", ""Q13189"", ""PRNPS""], [""Morus alba"", ""Q157307"", ""MORAL""], [""Prunus domestica"", ""Q44120"", ""PRNDO""], [""Prunus persica var. nucipersica"", ""Q3408651"", ""PRNPN""], [""Prunus serotina"", ""Q158987"", ""PRNSO""], [""Rosa sp."", ""ROSSS""], [""Prunus cerasifera"", ""Q146951"", ""PRNCF""], [""Morus rubra"", ""Q1520764"", ""MORRU""], [""Prunus dulcis"", ""Q39918"", ""PRNDU""], [""Prunus armeniaca"", ""Q37453"", ""PRNAR""], [""Prunus spinosa"", ""Q129018"", ""PRNSN""], [""Prunus caroliniana"", ""Q501671"", ""PRNCL""], [""Rosa multiflora"", ""Q133617"", ""ROSMU""], [""Humulus lupulus"", ""Q104212"", ""HUMLU""], [""Prunus salicina"", ""Q1250033"", ""PRNSC""], [""Malus domestica"", ""Q18674606"", ""MABSD""], [""Prunus avium"", ""Q165137"", ""PRNAV""]]","[1526, 1521, 1551, 1226, 1529, 1550, 1559, 1717, 1522, 1227, 1531, 1516, 1558, 1524, 1707, 972, 1554, 1169, 1517]","[[""Prunus Necrotic Ringspot disease"", ""Q12425220""], [""chlorotic necrotic ring spot of prunus"", ""Q114554380""]]"
348,8,938,Podosphaera clandestina,Q7207070,PODOCL,"[[""Prunus persica"", ""Q13189"", ""PRNPS""]]",[1551],"[[""Powdery mildew""]]"
349,8,938,Podosphaera leucotricha,Q2315947,PODOLE,"[[""Malus"", ""Q104819"", ""1MABG""], [""Prunus persica"", ""Q13189"", ""PRNPS""]]","[58, 1551]","[[""Powdery mildew""]]"
350,8,938,Podosphaera myrtillina,Q10635271,PODOMY,"[[""Vaccinium vitis-idaea"", ""Q93235"", ""VACVI""]]",[2023],"[[""Powdery mildew""]]"
351,8,938,Podosphaera tridactyla,Q7207073,PODOTR,"[[""Prunus amygdalus"", ""Q15545507"", ""PRNDU""]]",[1531],"[[""Powdery mildew""]]"
352,8,938,Podosphaera xanthii,Q7207076,PODOXA,"[[""Cucurbitaceae"", ""Q8314"", ""1CUCF""], [""Helianthus annuus"", ""Q171497"", ""HELAN""], [""Verbena"", ""Q165290"", ""VEBSS""]]","[29, 937, 2027]","[[""Powdery mildew""]]"
353,9,634,Plum pox virus,Q1788571,PPV000,"[[""Prunus cerasus"", ""Q131517"", ""PRNCE""], [""Prunus persica"", ""Q13189"", ""PRNPS""], [""Prunus domestica subsp. insititia"", ""Q4996665"", ""PRNDT""], [""Prunus incisa"", ""Q3269605"", ""PRNIC""], [""Prunus domestica"", ""Q44120"", ""PRNDO""], [""Prunus laurocerasus"", ""Q157508"", ""PRNLR""], [""Tilia"", ""Q127849"", ""1TILG""], [""Prunus mahaleb"", ""Q161920"", ""PRNMH""], [""Prunus domestica subsp. italica"", ""Q1283218"", ""PRNDI""], [""Prunus x blireana"", ""PRNBL""], [""Prunus serotina"", ""Q158987"", ""PRNSO""], [""Prunus cerasifera"", ""Q146951"", ""PRNCF""], [""Prunus mume"", ""Q157763"", ""PRNMM""], [""Prunus brigantina"", ""Q3408630"", ""PRNBR""], [""Prunus glandulosa"", ""Q149743"", ""PRNGL""], [""Prunus sibirica"", ""Q964938"", ""PRNSB""], [""Prunus x cistena"", ""PRNCI""], [""Prunus dulcis"", ""Q39918"", ""PRNDU""], [""Prunus virginiana"", ""Q162829"", ""PRNVG""], [""Prunus besseyi"", ""Q15624054"", ""PRNBE""], [""Prunus armeniaca"", ""Q37453"", ""PRNAR""], [""Prunus spinosa"", ""Q129018"", ""PRNSN""], [""Prunus serrulata"", ""Q165321"", ""PRNSL""], [""Prunus curdica"", ""PRNCU""], [""Prunus triloba"", ""Q2727171"", ""PRNTR""], [""Prunus mandshurica"", ""Q854093"", ""PRNMN""], [""Prunus simonii"", ""Q3017242"", ""PRNSI""], [""Prunus tomentosa"", ""Q627393"", ""PRNTO""], [""Spiraea sp."", ""SPVSS""], [""Prunus holosericea"", ""PRNHL""], [""Prunus maritima"", ""Q2081045"", ""PRNMR""], [""Prunus salicina"", ""Q1250033"", ""PRNSC""], [""Prunus nigra"", ""Q2724971"", ""PRNNI""], [""Prunus pumila"", ""Q1249454"", ""PRNPU""], [""Prunus japonica"", ""Q1771825"", ""PRNJP""], [""Prunus avium"", ""Q165137"", ""PRNAV""], [""Prunus americana"", ""Q469524"", ""PRNAM""]]","[1521, 1551, 1530, 1537, 1529, 1539, 91, 1542, 1528, 1519, 1559, 1522, 1543, 1520, 1533, 1553, 1523, 1531, 1565, 1518, 1516, 1558, 1557, 1527, 1564, 1544, 1556, 1563, 1897, 1534, 1545, 1554, 1547, 1552, 1538, 1517, 1514]","[[""plum pox"", ""Q113549221""]]"
354,7,939,Peronosclerospora philippinensis,Q15298457,PRSCPH,"[[""Zea mays"", ""Q11575"", ""ZEAMX""], [""Sorghum bicolor"", ""Q332062"", ""SORVU""], [""Saccharum officinarum"", ""Q3391243"", ""SACOF""], [""Zea mays"", ""Q124961380"", ""ZEAMX""]]","[2088, 1882, 1745, 2088]","[[""Philippine downy mildew""]]"
355,8,940,Tapesia acuformis,Q7684553,PSDCHA,[],[],"[[""Q81081974"", ""Q81081974""]]"
356,8,940,Oculimacula yallundae,Q7684552,PSDCHE,"[[""Poaceae"", ""Q43238"", ""1GRAF""]]",[48],"[[""Q81081974"", ""Q81081974""]]"
357,7,944,Acidovorax citrulli,Q4674129,PSDMAC,"[[""Citrullus lanatus"", ""Q17507129"", ""CITLA""], [""Benincasa hispida"", ""Q652206"", ""BNCHI""], [""Cucurbitaceae"", ""Q8314"", ""1CUCF""], [""Cucumis melo var. reticulatus"", ""Q10969892"", ""CUMMR""], [""Cucumis melo var. inodorus"", ""Q47801"", ""CUMMI""], [""Lagenaria siceraria"", ""Q1277255"", ""LGNSI""], [""Solanum melongena"", ""Q7540"", ""SOLME""], [""Citrullus lanatus var. citroides"", ""CITLC""], [""Cucumis melo"", ""Q81602"", ""CUMME""], [""Cucurbita moschata"", ""Q160571"", ""CUUMO""], [""Cucurbita pepo"", ""Q7229863"", ""CUUPE""], [""Cucumis sativus"", ""Q23425"", ""CUMSA""], [""Piper betle"", ""Q159532"", ""PIPBE""], [""Solanum lycopersicum"", ""Q23501"", ""LYPES""]]","[484, 300, 29, 609, 608, 1069, 1844, 485, 607, 613, 614, 610, 1375, 1140]","[[""Bacterial fruit blotch""]]"
358,7,947,Pseudomonas syringae pv. apii,Q131143,PSDMAP,[],[],"[[""root rot of beet"", ""Q99395308""]]"
359,7,944,Acidovorax avenae,Q25833610,PSDMAV,"[[""Oryza sativa"", ""Q161426"", ""ORYSA""], [""Saccharum officinarum"", ""Q3391243"", ""SACOF""], [""Zea mays"", ""Q124961380"", ""ZEAMX""], [""Panicum miliaceum"", ""Q165196"", ""PANMI""], [""Poaceae"", ""Q43238"", ""1GRAF""], [""Zea mays"", ""Q11575"", ""ZEAMX""], [""Canna sp."", ""CNNSS""], [""Strelitzia nicolai"", ""Q149601"", ""STZNI""], [""Camellia sinensis"", ""Q101815"", ""CAHSI""], [""Zea mexicana"", ""Q3575050"", ""EUHME""], [""Sorghum"", ""Q12111"", ""SORVU""]]","[1276, 1745, 2088, 1285, 48, 2088, 509, 1913, 341, 820, 87]","[[""Bacterial leaf blight""]]"
360,7,949,Burkholderia cepacia,Q139227,PSDMCE,"[[""Allium"", ""Q49391"", ""1ALLG""]]",[4],"[[""Sour skin""]]"
361,7,947,Pseudomonas cichorii,Q7255025,PSDMCI,"[[""Cichorium endivia var. crispum"", ""Q2963415"", ""CICEC""], [""Lactuca sativa"", ""Q83193"", ""LACSA""], [""Capsicum annuum"", ""Q1380"", ""CPSAN""], [""Nicotiana tabacum"", ""Q181095"", ""NIOTA""], [""Cichorium endivia var. latifolia"", ""CICEL""], [""Cichorium endivia"", ""Q178547"", ""CICEN""], [""Ficus benghalensis"", ""Q1405636"", ""FIUBG""], [""Pinellia ternata"", ""Q1258277"", ""PINTE""], [], [""Perilla frutescens"", ""Q1076038"", ""PRJFR""], [""Solanum lycopersicum"", ""Q23501"", ""LYPES""]]","[431, 1033, 533, 1260, 432, 433, 839, 1374, 1513, 1140]","[[""lilac bacterial blight"", ""Q56343228""], [""Varnish spot""]]"
362,7,947,Pseudomonas fluorescens,Q135292,PSDMFL,"[[""Solanum tuberosum"", ""Q10998"", ""SOLTU""]]",[1866],"[[""Pink eye""]]"
363,7,947,Pseudomonas fuscovaginae,Q7255044,PSDMFU,"[[""Oryza sativa"", ""Q161426"", ""ORYSA""]]",[1276],"[[""Sheath brown rot""]]"
364,7,947,Pseudomonas rubrisubalbicans,Q21365155,PSDMRU,"[[""Sugarcane"", ""Q3391243"", ""SACOF""]]",[1745],"[[""Mottled stripe""]]"
365,7,947,Pseudomonas savastanoi,Q309784,PSDMSN,[],[],"[[""Q11687252"", ""Q11687252""]]"
366,7,947,Pseudomonas syringae,Q311202,PSDMSY,[],[],"[[""Q11819308"", ""Q11819308""], [""lilac bacterial blight"", ""Q56343228""], [""bacterial blight of lilac"", ""Q12425721""], [""leaf spot of sorghum"", ""Q10859907""]]"
367,7,950,Pseudoperonospora cannabina,Q7255251,PSPECA,"[[""Cannabis sativa"", ""Q26726"", ""CNISA""]]",[506],"[[""downy mildew"", ""Q1394849""]]"
368,7,950,Pseudoperonospora cubensis,Q3924916,PSPECU,"[[""Cucurbitaceae"", ""Q8314"", ""1CUCF""]]",[29],"[[""downy mildew"", ""Q1394849""]]"
369,7,950,Pseudoperonospora humuli,Q7255252,PSPEHU,"[[""Humulus lupulus"", ""Q104212"", ""HUMLU""]]",[972],"[[""downy mildew"", ""Q1394849""]]"
370,7,884,Peronospora sparsa,Q7169462,PSPESR,"[[""Rosa"", ""Q34687"", ""1ROSG""]]",[81],"[[""Q112730696"", ""Q112730696""], [""downy mildew"", ""Q1394849""]]"
371,8,952,Pseudopezicula tetraspora,Q7255256,PSPUTE,"[[""Vitis"", ""Q191019"", ""1VITG""]]",[99],"[[""Angular leaf scorch""]]"
372,8,953,Pseudopeziza trifolii,Q7255259,PSPZTI,"[[""Trifolium pratense"", ""Q156635"", ""TRFPR""]]",[1963],"[[""Common leaf spot""]]"
373,8,953,Pseudopeziza tracheiphila,,PSPZTR,"[[""Vitis vinifera"", ""Q30046"", ""VITVI""], [""Vitis"", ""Q191019"", ""1VITG""]]","[2069, 99]","[[""Rotbrenner""]]"
374,8,955,Puccinia allii,Q2116610,PUCCAL,"[[""Allium porrum"", ""Q21870138"", ""ALLPO""], [""Allium cepa"", ""Q23485"", ""ALLCE""], [""Allium sativum"", ""Q23400"", ""ALLSA""], [""Allium"", ""Q49391"", ""1ALLG""]]","[180, 178, 181, 4]","[[""rust"", ""Q4273292""]]"
375,8,955,Puccinia antirrhini,Q10646057,PUCCAN,[],[],"[[""Antirrhinum rust"", ""Q14565220""]]"
376,8,955,Puccinia asparagi,Q7258185,PUCCAS,"[[""Asparagus"", ""Q2853420"", ""ASPOF""]]",[259],"[[""rust"", ""Q4273292""]]"
377,8,955,Puccinia canaliculata,Q10646092,PUCCCN,"[[""Helianthus annuus"", ""Q171497"", ""HELAN""]]",[937],"[[""rust"", ""Q4273292""]]"
378,8,955,Puccinia coronata,Q1310367,PUCCCO,"[[""Hordeum vulgare"", ""Q11577"", ""HORVX""], [""Avena sativa"", ""Q12104"", ""AVESA""]]","[961, 269]","[[""oat and barley crown rust"", ""Q56342797""], [""Crown rust""]]"
379,8,955,Puccinia distincta,Q10646140,PUCCDI,[],[],"[[""daisy rust"", ""Q14565216""]]"
380,8,955,Puccinia graminis,Q1342327,PUCCGR,"[[""Triticum"", ""Q12106"", ""1TRZG""], [""Secale cereale"", ""Q12099"", ""SECCE""], [""Hordeum vulgare"", ""Q11577"", ""HORVX""], [""Avena sativa"", ""Q12104"", ""AVESA""], [""Berberis"", ""Q158503"", ""1BEBG""], [""x Mahoberberis"", ""1MHBG""]]","[93, 1783, 961, 269, 8, 60]","[[""Stem rust"", ""Q100552717""]]"
381,8,955,Puccinia hordei,Q292264,PUCCHD,"[[""Hordeum vulgare"", ""Q11577"", ""HORVX""]]",[961],"[[""Barley leaf rust"", ""Q6508871""], [""Leaf rust""]]"
382,8,955,Puccinia helianthi,Q620227,PUCCHE,"[[""Helianthus annuus"", ""Q171497"", ""HELAN""]]",[937],"[[""rust"", ""Q4273292""], [""Rust of sunflower"", ""Q51376889""]]"
