,level,parent,name,q,eppo
523,9,2463,Commelina erecta,Q2920683,COMER
524,8,2464,Convolvulus arvensis,Q111346,CONAR
525,8,2464,Convolvulus cneorum,Q149738,CONCN
526,8,2356,Lepidium didymum,Q149609,COPDI
527,9,2465,Cotinus coggygria,Q161406,COTCO
528,8,2467,Cocculus carolinus,Q5139267,COUCA
529,8,2467,Cocculus orbiculatus,Q15283564,COUOR
530,9,2468,Coix lacryma-jobi,Q827098,COXLJ
531,8,2469,Coprosma repens,Q5168970,CPMRE
532,8,2469,Coprosma robusta,Q5168972,CPMRO
533,8,20,Capsicum annuum,Q1380,CPSAN
534,8,20,Capsicum frutescens,Q311426,CPSFR
535,9,2471,Cypripedium reginae,Q977605,CPVRE
536,9,2473,Coleonema album,Q5777346,CQMAL
537,9,21,Caragana arborescens,Q162124,CRAAR
538,8,2476,Cordia boissieri,Q147841,CRHBS
539,9,2477,Coreopsis grandiflora,Q1319071,CRLGR
540,9,2477,Coreopsis sp.,,CRLSS
541,8,2479,Cornus drummondii,Q187040,CRWDR
542,8,2479,Cornus florida,Q887221,CRWFL
543,8,2479,Cornus mas,Q158642,CRWMS
544,8,2479,Cornus sanguinea,Q161416,CRWSA
545,9,2482,Carex sp.,,CRXSS
546,9,23,Crataegus mollis,Q2671022,CSCML
547,9,23,Crataegus monogyna,Q161511,CSCMO
548,9,23,Crataegus laevigata,Q159553,CSCOX
549,9,23,Crataegus pinnatifida,Q1141735,CSCPI
550,9,23,Crataegus x prunifolia,,CSCPR
551,9,23,Crataegus rhipidophylla,Q159086,CSCRO
552,9,23,Crataegus sp.,,CSCSS
553,8,2484,Castilleja angustifolia,Q5049889,CSLAN
554,8,2484,Castilleja coccinea,Q5049899,CSLCO
555,8,2484,Castilleja foliolosa,Q5049904,CSLFO
556,8,2484,Castilleja integrifolia,Q15349746,CSLIT
557,8,2484,Castilleja latifolia,Q5049912,CSLLA
558,8,2484,Castilleja linariifolia,Q265620,CSLLI
559,8,2484,Castilleja martini,Q42348836,CSLMA
560,8,2484,Castilleja miniata,Q2941436,CSLMI
561,8,2484,Castilleja minor,Q5049917,CSLMN
562,8,2484,Castilleja occidentalis,Q2941431,CSLOC
563,8,2484,Castilleja patriotica,Q15351682,CSLPA
564,8,2484,Castilleja rhexifolia,Q15350409,CSLRX
565,8,2484,Castilleja sessiliflora,Q5049928,CSLSE
566,8,2484,Castilleja suksdorfii,Q15350265,CSLSK
567,8,2484,Castilleja tenuiflora,Q15031110,CSLTE
568,8,2484,Castilleja wightii,Q15350938,CSLWI
569,8,24,Castanea crenata,Q717827,CSNCR
570,8,24,Castanea dentata,Q468698,CSNDE
571,8,24,Castanea henryi,Q577422,CSNHE
572,8,24,Castanea hybrids,,CSNHY
573,8,24,Castanea mollissima,Q699584,CSNMO
574,8,24,Castanea ozarkensis,Q5756707,CSNOZ
575,8,24,Castanea pumila,Q3662068,CSNPU
576,8,24,Castanea sativa,Q22699,CSNSA
577,8,24,Castanea seguinii,Q4218279,CSNSE
578,8,2485,Chrysolepis sempervirens,Q15328842,CSOSE
579,9,2486,Callistephus chinensis,Q312441,CSPCH
580,8,2488,Cistus albidus,Q1763350,CSTAL
581,8,2488,Cistus creticus,Q891305,CSTIC
582,8,2488,Cistus x incanus,,CSTIS
583,8,2488,Cistus ladanifer,Q789800,CSTLA
584,8,2488,Cistus monspeliensis,Q1414643,CSTMO
585,8,2488,Cistus inflatus,Q15330550,CSTPS
586,8,2488,Cistus salviifolius,Q136801,CSTSA
587,8,2488,Cistus sp.,,CSTSS
588,8,2489,Catalpa bignonioides,Q163831,CTLBI
589,8,2489,Catalpa speciosa,Q159204,CTLSP
590,9,27,Cotoneaster bullatus,Q1385334,CTTBU
591,9,27,Cotoneaster buxifolius,Q11177624,CTTBX
592,9,27,Cotoneaster x crispii,,CTTCR
593,9,27,Cotoneaster dammeri,Q159655,CTTDA
594,9,27,Cotoneaster franchetii,Q1441316,CTTFR
595,9,27,Cotoneaster horizontalis,Q159650,CTTHO
596,9,27,Cotoneaster integerrimus,Q158930,CTTIT
597,9,27,Cotoneaster lacteus,Q2998589,CTTLA
598,9,27,Cotoneaster lucidus,Q162750,CTTLU
599,9,27,Cotoneaster microphyllus,Q1746373,CTTMI
600,9,27,Cotoneaster moupinensis,Q1506251,CTTMO
601,9,27,Cotoneaster niger,Q50832044,CTTNG
602,9,27,Cotoneaster salicifolius,Q1592259,CTTSA
603,9,27,Cotoneaster sp.,,CTTSS
604,9,27,Cotoneaster x watereri,,CTTWT
605,9,28,Catharanthus roseus,Q161093,CTURO
606,8,2490,Cucumis anguria,Q2349096,CUMAN
607,8,2490,Cucumis melo,Q81602,CUMME
608,8,2490,Cucumis melo var. inodorus,Q47801,CUMMI
609,8,2490,Cucumis melo var. reticulatus,Q10969892,CUMMR
610,8,2490,Cucumis sativus,Q23425,CUMSA
611,8,2491,Calluna vulgaris,Q26615,CUNVU
612,8,2492,Cucurbita maxima,Q161180,CUUMA
613,8,2492,Cucurbita moschata,Q160571,CUUMO
614,8,2492,Cucurbita pepo,Q7229863,CUUPE
615,8,2492,Cucurbita melopepo,Q21872952,CUUPM
616,7,31,x Cuprocyparis leylandii,,CUYLE
617,7,2493,Hesperocyparis arizonica,Q50843037,CVBAR
618,7,2493,Hesperocyparis goveniana,Q287544,CVBGO
619,7,2493,Hesperocyparis lusitanica,,CVBLU
620,7,2493,Hesperocyparis macnabiana,,CVBMA
621,7,2493,Hesperocyparis macrocarpa,Q32856056,CVBMC
622,7,32,Cupressus sempervirens,Q147513,CVBSE
623,9,2494,Croton monanthogynus,Q3004775,CVNMO
624,9,2494,Croton texensis,Q3005277,CVNTE
625,9,2495,Crotalaria brevidens var. intermedia,,CVTBI
626,9,2495,Crotalaria juncea,Q2855436,CVTJU
627,9,2495,Crotalaria pallida var. obovata,Q50886167,CVTMU
628,9,2495,Crotalaria ochroleuca,Q15450192,CVTOC
629,9,2495,Crotalaria paulina,Q15451387,CVTPA
630,9,2495,Crotalaria spectabilis,Q3003826,CVTSP
631,9,2496,Clitoria mariana,Q10865523,CXCMA
632,8,2498,Clethra alnifolia,Q5131966,CXEAL
633,9,2499,Cnidoscolus texanus,Q5137374,CXFTE
634,8,2500,x Chitalpa tashkentensis,Q11468281,CXKTA
635,9,2501,Colocasia esculenta,Q227997,CXSES
636,9,2502,Coleus scutellarioides,Q10881792,CXUBH
637,8,2504,Carya aquatica,Q5047664,CYAAQ
638,8,2504,Carya cathayensis,Q15238210,CYACA
639,8,2504,Carya cordiformis,Q879016,CYACO
640,8,2504,Carya floridana,Q5047667,CYAFL
641,8,2504,Carya glabra,Q1406355,CYAGL
642,8,2504,Carya illinoinensis,Q333877,CYAIL
643,8,2504,Carya laciniosa,Q4215101,CYALA
644,8,2504,Carya pallida,Q15376540,CYAPA
645,8,2504,Carya sp.,,CYASS
646,8,2504,Carya tomentosa,Q5047673,CYATO
647,9,2505,Cydonia oblonga,Q43300,CYDOB
648,9,2506,Cymbopogon nardus,Q691698,CYGNA
649,9,2506,Cymbopogon winterianus,Q11107842,CYGWI
650,8,34,Corylus americana,Q468659,CYLAM
651,8,34,Corylus avellana,Q124969,CYLAV
652,8,34,Corylus colurna,Q148939,CYLCO
653,8,34,Corylus cornuta,Q972950,CYLCR
654,8,34,Corylus heterophylla,Q976000,CYLHE
655,8,34,Corylus sp.,,CYLSS
656,9,2507,Cynodon dactylon,,CYNDA
657,9,2508,Cyperus eragrostis,Q161320,CYPER
658,9,2508,Cyperus sp.,,CYPSS
659,9,2509,Cynara scolymus,Q134609,CYUSC
660,8,2510,Cynoglossum officinale,Q381584,CYWOF
661,9,2512,Cyclamen hederifolium,Q147295,CYZHE
662,9,2512,Cyclamen persicum,Q150055,CYZPE
663,9,2513,Coronilla valentina subsp. glauca,Q32851430,CZRVG
664,9,2513,Coronilla valentina,Q5221015,CZRVL
665,9,2514,Cytisus multiflorus,Q969060,CZSMU
666,9,2515,Chamaecytisus prolifer,,CZSPL
667,9,2514,Cytisus sp.,,CZSSS
668,9,2514,Cytisus striatus,,CZSST
669,9,2514,Cytisus villosus,Q15531513,CZSVI
670,9,2516,Dactylis glomerata,Q161735,DACGL
671,7,2518,Dacrydium cupressinum,Q382469,DADCU
672,9,2519,Dalbergia sissoo,Q1157813,DAGSI
673,9,35,Dahlia hybrids,,DAHHY
674,9,35,Dahlia pinnata,Q1549236,DAHPI
675,8,2520,Brugmansia x candida,,DATCA
676,8,2521,Datura ferox,Q1245970,DATFE
677,8,2521,Datura innoxia,Q17464343,DATIN
678,8,2521,Datura metel,Q715019,DATME
679,8,2521,Datura sp.,,DATSS
680,8,2521,Datura stramonium,Q30959,DATST
681,8,2521,Datura wrightii,Q1897331,DATWR
682,8,2522,Daucus carota,Q30056,DAUCA
683,8,2522,Daucus carota subsp. sativus,Q11678009,DAUCS
684,9,2524,Lamprocapnos spectabilis,Q161171,DCTSP
685,9,2525,Dicentra sp.,,DCTSS
686,9,12,Chrysanthemum lavandulifolium,Q21263416,DDMBO
687,9,12,Chrysanthemum crassum,Q21263377,DDMCR
688,9,12,Chrysanthemum japonense,Q5765951,DDMJA
689,9,2422,Ajania shiwogiku var. kinokumiensis,,DDMSK
690,9,12,Chrysanthemum zawadzkii subsp. zawadzkii,,DDMWE
691,9,2526,Desmodium cephalotes,,DEDCE
692,9,2526,Desmodium gangeticum,Q3595474,DEDGA
693,9,2526,Desmodium pulchellum,,DEDPU
694,9,2526,Desmodium sp.,,DEDSS
695,9,2457,Delphinium sp.,,DELSS
696,8,2527,Descurainia pinnata,Q5263816,DESPI
697,9,2528,Dieffenbachia maculata,,DIFMA
698,9,2529,Digitaria horizontalis,Q15504264,DIGHO
699,9,2529,Digitaria sanguinalis,Q158994,DIGSA
700,9,2529,Digitaria sp.,,DIGSS
701,8,36,Dianthus arboreus,Q17378305,DINAB
702,8,36,Dianthus andronakii,Q15565634,DINAD
703,8,36,Dianthus arenarius,Q162598,DINAE
704,8,36,Dianthus anatolicus,Q15565382,DINAN
705,8,36,Dianthus armeria,Q158855,DINAR
706,8,36,Dianthus carthusianorum subsp. atrorubens,,DINAT
707,8,36,Dianthus barbatus,Q161745,DINBA
708,8,36,Dianthus biflorus,Q15565037,DINBI
709,8,36,Dianthus balbisii,Q1189892,DINBL
710,8,36,Dianthus bicolor,Q15564909,DINBO
711,8,36,Dianthus caryophyllus,Q158984,DINCA
712,8,36,Dianthus collinus subsp. glabriusculus,Q95494989,DINCG
713,8,36,Dianthus chinensis,Q159013,DINCH
714,8,36,Dianthus capitatus,Q15565203,DINCS
715,8,36,Dianthus carthusianorum,Q159735,DINCT
716,8,36,Dianthus carthusianorum subsp. carthusianorum,,DINCU
717,8,36,Dianthus cyri,Q15566523,DINCY
718,8,36,Dianthus deltoides,Q159756,DINDE
719,8,36,Dianthus furcatus,Q15547949,DINFU
720,8,36,Dianthus gallicus,Q3594098,DINGA
721,8,36,Dianthus giganteiformis,Q15567304,DINGF
722,8,36,Dianthus giganteus,Q15547950,DINGI
723,8,36,Dianthus gratianopolitanus,Q122778,DINGR
724,8,36,Dianthus integer,Q15567442,DININ
725,8,36,Dianthus knappii,Q15547953,DINKN
726,8,36,Dianthus lusitanus,Q5805226,DINLU
727,8,36,Dianthus hyssopifolius,Q3026300,DINMO
728,8,36,Dianthus sternbergii,Q1498853,DINMS
729,8,36,Dianthus nardiformis,Q1189530,DINNA
730,8,36,Dianthus petraeus subsp. noeanus,,DINNO
731,8,36,Dianthus orientalis,Q12232522,DINOR
732,8,36,Dianthus pavonius,Q1189019,DINPA
733,8,36,Dianthus petraeus,Q3594099,DINPE
734,8,36,Dianthus plumarius,Q159590,DINPL
735,8,36,Dianthus petraeus subsp. petraeus,Q95495010,DINPP
736,8,36,Dianthus rupicola,Q3706782,DINRU
737,8,36,Dianthus serotinus,Q14554988,DINSE
738,8,36,Dianthus seguieri,Q1017263,DINSG
739,8,36,Dianthus spiculifolius,Q12728832,DINSJ
740,8,36,Dianthus sp.,,DINSS
741,8,36,Dianthus superbus,Q161878,DINSU
742,8,36,Dianthus sylvestris,Q165080,DINSY
743,8,36,Dianthus tatrae,,DINTA
744,8,36,Dianthus trifasciculatus,Q15567099,DINTF
745,8,2530,Dichondra repens var. carolinensis,,DIORC
746,8,37,Dioscorea sp.,,DIUSS
747,9,2532,Diervilla lonicera,Q5274994,DIVLO
748,9,2534,Dipsacus fullonum,Q160099,DIWSI
749,9,2535,Dichanthelium acuminatum,Q5272444,DKTAC
750,9,2536,Dalea sp.,,DLESS
751,9,2537,Dimocarpus longan,Q193449,DMCLO
752,9,2539,Dodonaea viscosa,Q58393,DODVI
753,9,2540,Lablab purpureus,Q1077410,DOLLA
754,8,2542,Diospyros kaki,Q158482,DOSKA
755,8,2542,Diospyros texana,Q5279625,DOSTE
756,8,2542,Diospyros virginiana,Q158356,DOSVI
757,8,2543,Diplocyclos palmatus,Q3335431,DPYPA
758,9,2545,Dracaena marginata,Q13539275,DRNMA
759,9,2545,Dracaena sanderiana,Q27686509,DRNSA
760,8,2546,Duboisia sp.,,DUBSS
761,9,2548,Durio zibethinus,Q1135236,DURZI
762,8,2550,Duranta erecta,Q2732360,DUTPL
763,9,2551,Dillwynia floribunda,Q5276978,DWYFL
764,9,2552,Echinochloa crus-galli,Q163527,ECHCG
765,9,2553,Echinospartum lusitanicum,Q15534394,ECSLU
766,8,2554,Echium plantagineum,Q159280,EHIPL
767,8,2555,Echinocactus sp.,,EHNSS
768,9,2557,Ehrharta erecta,Q3758628,EHRER
769,8,2558,Erica cinerea,Q1543735,EIACN
770,9,2559,Eriobotrya japonica,Q41505,EIOJA
771,9,2560,Eleusine indica,Q1148930,ELEIN
772,8,2562,Elaeagnus angustifolia,Q157969,ELGAN
773,8,2562,Elaeagnus x submacrophylla,,ELGEB
774,8,2563,Eremophila maculata,Q5385578,EMHMA
775,9,2564,Emilia coccinea,Q2028184,EMICO
776,9,2564,Emilia fosbergii,Q5371657,EMIFO
777,9,2565,Encelia farinosa,Q597275,ENCFA
778,7,2570,Ephedra sinica,Q2602813,EPESI
779,9,2572,Euphorbia chamaesyce,Q5410411,EPHCH
780,9,2572,Euphorbia corollata,Q5410423,EPHCO
781,9,2572,Euphorbia cyparissias,Q148552,EPHCY
782,9,2572,Euphorbia dentata,Q978763,EPHDE
783,9,2572,Euphorbia hirta,Q36177,EPHHI
784,9,2572,Euphorbia maculata,Q177322,EPHMA
785,9,2572,Euphorbia marginata,Q1152788,EPHMG
786,9,2572,Euphorbia milii,Q148829,EPHML
787,9,2572,Poinsettia,Q15711519,EPHPU
788,9,2572,Euphorbia terracina,Q5851935,EPHTE
789,8,2573,Epimedium sp.,,EPMSS
790,9,2574,Eriochloa contracta,Q5389306,ERBCO
791,9,2575,Erechtites hieraciifolius,Q857720,EREHI
792,9,2578,Eriogonum sp.,,ERGSS
793,9,2579,Erigeron annuus,Q849411,ERIAN
794,9,2579,Erigeron bonariensis,Q21874195,ERIBO
795,9,2579,Erigeron canadensis,Q21874197,ERICA
796,9,2579,Erigeron karvinskianus,Q1926297,ERIKA
797,9,2579,Erigeron sp.,,ERISS
798,9,2579,Erigeron sumatrensis,Q24850608,ERISU
799,9,2494,Croton setigerus,Q28808832,ERMSE
800,8,2580,Erodium botrys,Q1545734,EROBO
801,8,2580,Erodium cicutarium,Q157726,EROCI
802,8,2580,Erodium moschatum,Q159800,EROMO
803,8,2580,Erodium sp.,,EROSS
804,9,2581,Eriocephalus africanus,Q5389298,ERQUM
805,8,2582,Eryngium sp.,,ERXSS
806,8,39,Erysimum hybrids,,ERYHY
807,9,2583,Erythrina crista-galli,Q162849,ERZCG
808,9,2583,Erythrina sp.,,ERZSS
809,8,2586,Escallonia bifida,Q16981770,ESABI
810,8,2586,Escallonia x exoniensis,,ESAEX
811,9,2589,Elettaria cardamomum,Q33466,ETACA
812,8,2590,Eutrema japonicum,Q49855,ETMWA
813,9,40,Eucalyptus camaldulensis,Q162822,EUCCM
814,9,2591,Corymbia ficifolia,Q597616,EUCFI
815,9,40,Eucalyptus globulus,Q159528,EUCGL
816,9,40,Eucalyptus gunnii,Q163788,EUCGU
817,9,40,Eucalyptus polyanthemos,Q2666533,EUCPT
818,9,40,Eucalyptus rudis,Q568002,EUCRU
819,9,40,Eucalyptus sp.,,EUCSS
820,9,2592,Zea mexicana,Q3575050,EUHME
821,8,2593,Euonymus atropurpureus,Q4117752,EUOAT
822,8,2593,Euonymus europaeus,Q161379,EUOEU
823,8,2593,Euonymus japonicus,Q161383,EUOJA
824,9,2594,Eupatorium caelestinum,,EUPCL
825,9,2595,Ageratina altissima,Q3271463,EUPRU
826,8,2596,Evolvulus sp.,,EVOSS
827,9,2597,Exochorda sp.,,EXOSS
828,9,2598,Eysenhardtia polystachya,Q8847197,EYDAM
829,9,2599,Euryops chrysanthemoides,Q5414066,EYOCH
830,9,2599,Euryops pectinatus,Q3642829,EYOPE
831,9,2600,Facelis retusa,Q15598235,FACAP
832,8,2601,Fatsia japonica,Q203569,FATJA
833,8,2602,Fagus crenata,Q1078985,FAUCR
834,8,2602,Fagus grandifolia,Q149219,FAUGR
835,8,2602,Fagus sylvatica,Q146149,FAUSY
836,9,2603,Feijoa sellowiana,Q59420273,FEJSE
837,9,57,Lolium arundinaceum,Q50346809,FESAR
838,9,2604,Firmiana simplex,Q776705,FIRPL
839,8,2605,Ficus benghalensis,Q1405636,FIUBG
840,8,2605,Ficus carica,Q36146,FIUCA
841,8,2606,Foeniculum vulgare,Q43511,FOEVU
842,9,42,Fortunella japonica,Q124344319,FOLJA
843,9,42,Fortunella sp.,,FOLSS
844,8,2608,Fouquieria splendens,Q138966,FOQSP
845,8,2609,Forestiera acuminata,Q5469241,FORAC
846,8,2610,Forsythia sp.,,FOSSS
847,8,2610,Forsythia suspensa,Q1275024,FOSSU
848,9,43,Fragaria x ananassa,,FRAAN
849,9,43,Fragaria vesca subsp. bracteata,,FRAVB
850,9,43,Fragaria vesca,Q146684,FRAVE
851,9,43,Fragaria virginiana,Q978247,FRAVI
852,9,2611,Froelichia sp.,,FROSS
853,9,2612,Franseria sp.,,FRSSS
854,8,2613,Fraxinus americana,Q1193369,FRXAM
855,8,2613,Fraxinus angustifolia,Q518949,FRXAN
856,8,2613,Fraxinus bungeana,Q923901,FRXBU
857,8,2613,Fraxinus dipetala,Q28814749,FRXDI
858,8,2613,Fraxinus excelsior,Q156907,FRXEX
859,8,2613,Fraxinus latifolia,Q1581524,FRXLA
860,8,2613,Fraxinus mandshurica,Q1357301,FRXMA
861,8,2613,Fraxinus nigra,Q1790101,FRXNI
862,8,2613,Fraxinus ornus,,FRXOR
863,8,2613,Fraxinus pennsylvanica,Q161164,FRXPE
864,8,2613,Fraxinus sogdiana,Q1024066,FRXPO
865,8,2613,Fraxinus quadrangulata,Q882296,FRXQU
866,8,2613,Fraxinus chinensis subsp. rhynchophylla,Q24877905,FRXRH
867,8,2613,Fraxinus sp.,,FRXSS
868,8,2613,Fraxinus velutina,Q258068,FRXVE
869,8,2614,Fuchsia hybrids,Q161066,FUCHY
870,8,2614,Fuchsia magellanica,Q164101,FUCMA
871,8,2615,Oenothera gaura,Q17602219,GAABI
872,8,2615,Oenothera suffrutescens,Q17602158,GAACO
873,8,2616,Gardenia jasminoides,Q1072101,GADJA
874,9,2617,Gaillardia aristata,Q5517196,GAIAR
875,9,2617,Gaillardia pulchella,Q2701210,GAIPU
876,8,2618,Galium sp.,,GALSS
877,8,2621,Garrya flavescens,Q5524259,GARFL
878,8,2622,Gaylussacia baccata,Q5528871,GAYBA
879,8,2622,Gaylussacia frondosa,Q5528874,GAYFR
880,9,2623,Gazania rigens,Q775301,GAZRI
881,9,2625,Gerbera jamesonii,Q746928,GEBJA
882,8,2627,Gelsemium sempervirens,Q978130,GELSE
883,9,2628,Genista balearica,Q15479318,GENBA
884,9,2628,Genista corsica,Q3100733,GENCO
885,9,2628,Genista ephedroides,Q15057312,GENEP
886,9,2628,Genista hirsuta,Q5877132,GENHS
887,9,2628,Genista tricuspidata,Q15480035,GENLU
888,9,2628,Genista x spachiana,,GENSA
889,9,2628,Genista scorpius,Q3101011,GENSC
890,9,2628,Genista sp.,,GENSS
891,9,2628,Genista triacanthos,Q5406877,GENTR
892,8,45,Geranium carolinianum,Q1023840,GERCA
893,8,45,Geranium dissectum,Q158413,GERDI
894,9,2629,Geum aleppicum var. strictum,,GEUAS
895,9,2629,Geum canadense,Q5554832,GEUCA
896,9,2630,Gahnia sp.,,GHNSS
897,8,2632,Gilia sp.,,GIISS
898,7,2637,Ginkgo biloba,Q43284,GIKBI
899,9,46,Gladiolus hybrids,,GLAHY
900,9,2638,Gleditsia triacanthos,Q157650,GLITR
901,9,2639,Glycine max,Q11006,GLXMA
902,9,2641,Gmelina arborea,Q311345,GMEAR
903,9,2642,Gnaphalium sp.,,GNASS
904,9,2644,Gomphrena globosa,Q1200680,GOMGL
905,8,2645,Gordonia lasianthus,Q5586051,GORLA
906,9,47,Gossypium anomalum,Q15368023,GOSAN
907,9,47,Gossypium arboreum,Q310124,GOSAR
908,9,47,Gossypium barbadense,Q311515,GOSBA
909,9,47,Gossypium davidsonii,Q25533060,GOSDV
910,9,47,Gossypium herbaceum,Q177615,GOSHE
911,9,47,Gossypium hirsutum,Q133481,GOSHI
912,9,47,Gossypium thurberi,Q5587520,GOSTH
913,9,2649,Grevillea juniperina,Q2712018,GREJU
914,9,2649,Grevillea robusta,Q1989614,GRERO
915,9,2649,Grevillea rosmarinifolia,Q2583123,GRERS
916,9,2650,Grindelia sp.,,GRNSS
917,9,2651,Gutierrezia sp.,,GUESS
918,9,2652,Gymnocladus dioica,,GYMDI
919,9,2653,Gynura aurantiaca,Q9268236,GYUAU
920,8,2655,Haloragis erecta,Q4423172,HAGER
921,8,2656,Halimium calycinum,Q15343295,HAICO
922,8,2656,Halimium lasianthum,Q2157768,HAILA
923,8,2656,Halimium ocymoides,Q5642348,HAIOC
924,8,2656,Halimium sp.,,HAISS
925,9,2657,Haplopappus sp.,,HAPSS
926,8,97,Veronica elliptica,Q17744932,HBEEL
927,8,2659,Heuchera sp.,,HCHSS
928,9,2661,Hydrastis canadensis,Q1051710,HDRCA
929,8,2662,Helianthemum nummularium,Q164232,HEANU
930,9,2663,Helichrysum italicum,Q1587861,HECIT
931,9,2663,Helichrysum sp.,,HECSS
932,9,2663,Helichrysum stoechas,Q1636806,HECST
933,8,2664,Hedera helix,Q26354,HEEHE
934,9,2665,Heliopsis helianthoides,Q478332,HEFHE
935,9,2665,Heliopsis helianthoides var. scabra,Q24690939,HEFHS
936,9,2668,Hemerocallis sp.,,HEGSS
937,9,49,Helianthus annuus,Q171497,HELAN
938,9,49,Helianthus maximiliani,Q5704865,HELMA
939,9,49,Helianthus petiolaris,Q5704886,HELPE
940,9,49,Helianthus sp.,,HELSS
941,9,49,Helianthus tuberosus,Q146190,HELTU
942,9,2669,Helenium amarum,Q5703935,HENAM
943,9,2669,Helenium autumnale,Q1520938,HENAU
944,8,2670,Heliotropium europaeum,Q164452,HEOEU
945,8,2670,Heliotropium fruticosum,Q15490170,HEOFR
946,8,2670,Heliotropium indicum,Q2249031,HEOIN
947,8,2671,Heracleum maximum,Q2896924,HERMA
948,9,2672,Hibiscus cannabinus,Q1137540,HIBCA
949,9,2672,Hibiscus palustris,Q21874506,HIBPA
950,9,2672,Hibiscus rosa-sinensis,Q159534,HIBRS
951,9,2672,Hibiscus sabdariffa,Q319390,HIBSA
952,9,2672,Hibiscus schizopetalus,Q966855,HIBSH
953,9,2672,Hibiscus sp.,,HIBSS
954,9,2672,Hibiscus syriacus,Q157756,HIBSY
955,9,2672,Hibiscus trionum,Q157854,HIBTR
956,9,2673,Pilosella aurantiaca,Q20757547,HIEAU
957,9,2674,Hieracium sp.,,HIESS
958,9,2675,Hakonechloa macra,Q1129703,HKNMA
959,9,2676,Holcus lanatus,Q158110,HOLLA
960,9,2677,Hordeum murinum,Q161674,HORMU
961,9,2677,Hordeum vulgare,Q11577,HORVX
962,8,2678,Houstonia sp.,,HOUSS
963,9,2680,Hippeastrum sp.,,HPSSS
964,9,2682,Herrania sp.,,HRASS
965,9,2683,Hypochaeris brasiliensis,Q15590906,HRYBR
966,9,2683,Hypochaeris radicata,Q421057,HRYRA
967,8,2684,Hyoscyamus niger,Q161058,HSYNI
968,8,2684,Hyoscyamus sp.,,HSYSS
969,9,2685,Heteranthemis viscidehirta,Q19848875,HTMVI
970,9,2686,Heterotheca grandiflora,Q13919183,HTTGR
971,8,2687,Humulus scandens,Q15540069,HUMJA
972,8,2687,Humulus lupulus,Q104212,HUMLU
973,9,2688,Hevea brasiliensis,Q156538,HVEBR
974,9,50,Hyacinthus orientalis,Q157428,HYAOR
975,8,51,Hydrangea petiolaris,Q159332,HYEAP
976,8,51,Hydrangea arborescens,Q278173,HYEAR
977,8,51,Hydrangea macrophylla,Q159219,HYEMA
978,8,51,Hydrangea paniculata,Q158443,HYEPA
979,8,2690,Hypericum androsaemum,Q886411,HYPAN
980,8,2690,Hypericum calycinum,Q159330,HYPCA
981,8,2690,Hypericum perforatum,Q158289,HYPPE
982,8,2691,Jacaranda acutifolia,Q3157066,IACAC
983,8,2691,Jacaranda mimosifolia,Q838818,IACMI
984,9,2692,Jatropha sp.,,IATSS
985,8,2693,Iberis sempervirens,Q159306,IBESE
986,8,2696,Ilex aquifolium,Q192190,ILEAQ
987,8,2696,Ilex cassine,Q3141413,ILECA
988,8,2696,Ilex decidua,Q5997670,ILEDE
989,8,2696,Ilex vomitoria,Q1010694,ILEVO
990,9,2697,Indigofera sp.,,INDSS
991,9,2698,Dittrichia viscosa,Q311844,INUVI
992,8,52,Impatiens balsamina,Q845019,IPABA
993,8,52,Impatiens New Guinea hybrids,,IPANG
994,8,52,Impatiens noli-tangere,Q158748,IPANT
995,8,52,Impatiens walleriana,,IPAWA
996,8,2699,Ipomoea batatas,Q37937,IPOBA
997,8,2699,Ipomoea carnea subsp. fistulosa,Q24877499,IPOFI
998,8,2699,Ipomoea hederacea,Q159795,IPOHE
999,8,2699,Ipomoea nil,Q162117,IPONI
1000,8,2699,Ipomoea quamoclit,Q311056,IPOQU
1001,9,2701,Iris x hollandica,,IRIHO
1002,8,2702,Juglans ailanthifolia,Q1655870,IUGAI
1003,8,2702,Juglans californica,Q890824,IUGCA
1004,8,2702,Juglans nigra,Q852572,IUGNI
1005,8,2702,Juglans regia,Q46871,IUGRE
1006,8,2702,Juglans sp.,,IUGSS
1007,9,2705,Justicia americana,,IUIAM
1008,7,53,Juniperus ashei,Q309507,IUPAS
1009,7,53,Juniperus chinensis,Q157697,IUPCH
1010,7,53,Juniperus communis,Q26325,IUPCO
1011,7,53,Juniperus chinensis var. sargentii,Q15239368,IUPCS
1012,7,53,Juniperus deppeana var. pachyphloea,,IUPDP
1013,7,53,Juniperus horizontalis,Q121427,IUPHO
1014,7,53,Juniperus scopulorum,Q533674,IUPSC
1015,7,53,Juniperus virginiana var. silicicola,Q24692086,IUPSL
1016,7,53,Juniperus sp.,,IUPSS
1017,7,53,Juniperus virginiana,Q157522,IUPVI
1018,9,2706,Iva annua,Q6095678,IVAAN
1019,9,2706,Iva xanthiifolia,Q15598362,IVAXA
1020,8,2707,Kalmia latifolia,Q1235131,KAMLA
1021,8,54,Kalanchoe blossfeldiana,Q132145,KANBL
1022,9,2708,Bassia scoparia,Q829752,KCHSC
1023,9,2709,Kerria japonica,Q157401,KERJA
1024,9,2710,Leucophyta brownii,Q6534219,KLCBR
1025,9,2711,Koelreuteria bipinnata,Q2902122,KOTBI
1026,9,2711,Koelreuteria paniculata,Q844835,KOTPA
1027,9,2711,Koelreuteria sp.,,KOTSS
