Category,Disease,Pathogen,Afflict
FUNGAL DISEASES,"Fusarium seed rot andFusariumspp. associated
with seeds","Fusarium acuminatumEllis & Everh.
(syn.Gibberella acuminataWollenw.)
F. decemcellulareC. Brick
(syn.Albonectria rigidiuscula[Berk. &
Broome] Rossman & Samuels)
F. equiseti(Corda) Sacc.
(syn.G. intricansWollenw.)
F. graminearumSchwabe
(syn.G. zeae[Schwein.:Fr.] Petch)
F. incarnatum(Desm.) Sacc.
(syn.F. semitectumBerk. & Ravenel)
F. lateritiumNees.:Fr.
(syn.G. baccata[Wallr.] Sacc.)
F. oxysporumSchltdl.:Fr.
F. solani(Mart.) Sacc.
(syn.Haemanectria haematococca[Berk. &
Broome] Samuels & Nirenberg)
F. sporotrichioidesSherb.
F. tricinctum(Corda) Sacc.
(syn.G. tricinctaEl-Gholl et al.)
F. verticillioides(Sacc.) Nirenberg
(syn.G. moniliformisWineland)",Soybean
FUNGAL DISEASES,Leptosphaerulina leaf spot,Leptosphaerulina trifolii(Rostr.) Petr.,Soybean
FUNGAL DISEASES,Phomopsis seed decay,"Diaporthe longicolla(Hobbs) J. M. Santos
(syn.Phomopsis longicollaHobbs)",Soybean
FUNGAL DISEASES,Phyllosticta leaf spot (Phyllosticta leaf blight),"Pleosphaerulina sojicolaMiura
(syn.PhyllostictasojicolaC.
Massal.)",Soybean
FUNGAL DISEASES,Pod and stem blight,"Diaporthe sojaeLehman
(syn.Phomopsis phaseoli[Desm.] Sacc.)",Soybean
FUNGAL DISEASES,Powdery mildew,"Erysiphe diffusa(Cooke & Peck) U. Braun
& S. Takam.
E. glycinesF. L. Tai",Soybean
FUNGAL DISEASES,"Red leaf blotch (Dactuliophora leaf spot, Pyrenochaeta
leaf blotch, Pyrenochaeta leaf spot)","Coniothyrium glycines(R. B. Stewart)
Verkley & Gruyter)
(syns.Dactuliochaeta glycines[R. B.
Stewart] G. L. Hartm. & J. B. Sinclair;
Dactuliophora glycinesC. L.
Leakey;PhomaglycinicolaGruyter & Boerema
nom. illegit;Pyrenochaeta glycinesR. B. Stewart)",Soybean
FUNGAL DISEASES,"Rhizoctonia aerial blight and web blight (Rhizoctonia
foliar blight, Rhizoctonia web blight)","RhizoctoniasolaniJ. G. Kühn
(syn.Thanatephoruscucumeris[A. B.
Frank] Donk)",Soybean
FUNGAL DISEASES,Rust,"Phakopsora meibomiae(Arthur) Arthur
(syn.Malupa vignae[Bres.] Y. Ono et al.)
P. pachyrhiziSyd.
(syn.M. sojae[Henn.] Y. Ono et al.)",Soybean
FUNGAL DISEASES,Scab,Sphaceloma glycinesKurata & Kuribayashi,Soybean
FUNGAL DISEASES,Sclerotinia stem rot (white mold),"Sclerotinia minorJagger
S. sclerotiorum(Lib.) de Bary",Soybean
FUNGAL DISEASES,Stemphylium leaf blight,"Pleospora herbarum(Pers.:Fr.) Rabenh.
(syn.StemphyliumherbarumE. G.
Simmons)
S. botryosumWallr.
(syn.P. tardaE. G. Simmons)
S. vesicarium(Wallr.) E. G. Simmons
(syn.P. allii[Rabenh.] Ces. & De Not.)",Soybean
FUNGAL DISEASES,Target spot,"Corynespora cassiicola(Berk. & M. A.
Curtis) C. T. Wei",Soybean
FUNGAL DISEASES,Yeast spot of pods and seeds,"Eremothecium ashbyiGuillierm.
E. coryli(Peglion) Kurtzman",Soybean
FUNGAL DISEASES,Brown stem rot,"Cadophora gregata(Allington & D. W.
Chamb.) T. C. Harr. & McNew
(syn.Phialophora gregata[Allington &
D. W. Chamb.] W. Gams)",Soybean
FUNGAL DISEASES,Charcoal rot,Macrophomina phaseolina(Tassi) Goid.,Soybean
FUNGAL DISEASES,Fusarium blight or wilt,Fusarium oxysporumSchltdl.:Fr.,Soybean
FUNGAL DISEASES,Fusarium pod and collar rot,"Fusarium incarnatum(Desm.) Sacc.
(syns.F. pallidoroseum[Cooke] Sacc.;F.
semitectumBerk. & Ravenel)",Soybean
FUNGAL DISEASES,Fusarium root rot,"Fusarium acuminatumEllis & Everh.
(syn.Gibberella acuminataWollenw.)
F. avenaceum(Fr.:Fr.) Sacc.
(syn.G. avenaceaR. J. Cook)
F. communeK. Skovgaard et al.
F. equiseti(Corda) Sacc.
(syn.G. intricansWollenw.)
F. graminearumSchwabe
F. heterosporumNees & T. Nees:Fr.
(syn.G. cyanea[Sollm.] Wollenw.)
F. oxysporumSchltdl.:Fr.
F. proliferatum(Matsush.) Nirenberg ex
Gerlach & Nirenberg
(syn.G. intermedia[Kuhlman] Samuels et al.)
F. redolensWollenw.
F. solani(Mart.) Sacc.
F. sporotrichioidesSherb.
F. tricinctum(Corda) Sacc.
(syn.G. tricinctaEl-Gholl et al.)
F. verticillioides(Sacc.) Nirenberg
(syns.F. moniliformeJ. Sheld.;G.
moniliformisWineland)",Soybean
FUNGAL DISEASES,Phytophthora root and stem rot,"Phytophthora sansomeanaE. M. Hansen
P. sojaeKaufm. & Gerd.",Soybean
FUNGAL DISEASES,"Pythium seed rot, damping-off, and root rot","Globisporangium irregulare(Buisman)
Uzuhashi et al.
(syn.Pythium irregulareBuisman)
G. sylvaticum(W. A. Camp. & F. F.
Hendrix) Uzuhasi et al.
(syn.P. sylvaticumW. A. Camp. & F. F.
Hendrix)
G. ultimum(Trow) Uzuhashi et al.
(syn.P. ultimumTrow)
P. aphanidermatum(Edson) Fitzp.
P. dissotocumDrechsler
P. inflatumV. D. Matthews
P. myriotylumDrechsler
P. torulosumCoker & F. Patt.",Soybean
FUNGAL DISEASES,"Red crown rot (Cylindrocladium root rot, black root
rot, Calonectria root rot)","Calonectria ilicicolaBoedijn & Reitsma
(syn.Cylindrocladium parasiticumCrous et
al.)
Calonectria morganiiCrous et al.
(syn.Cylindrocladium scopariumMorg.)",Soybean
FUNGAL DISEASES,Rhizoctonia damping-off and root rot,"Rhizoctonia solaniJ. G. Kühn
(syn.Thanatephorus cucumeris[A. B. Frank)]
Donk)",Soybean
FUNGAL DISEASES,"Sclerotium blight (southern blight, southern stem rot,
white mold)","Athelia rolfsii(Curzi) Tu & Kimbr.
(syn.Sclerotium rolfsiiSacc.)",Soybean
FUNGAL DISEASES,Stachybotrys root rot,Stachybotrys chartarum(Ehrenb.) S. Hughes,Soybean
FUNGAL DISEASES,Stem canker,"Diaporthe phaseolorumvar.caulivoraAthow & Caldwell
(syn.D. caulivora[Athow & Caldwell] J.
M. Santos et al.)
D. phaseolorumvar.meridionalisF.
A. Fernández
(syn.D. aspalathiE. Jansen et al.)",Soybean
FUNGAL DISEASES,Sudden death syndrome,"Fusarium brasilienseT. Aoki & O’Donnell
F. crassistipitatumScandiani et al.
F.tucumaniaeT. Aoki et al.
F. virguliformeO’Donnell & T. Aoki
(syn.F. solanif. sp.glycines)",Soybean
FUNGAL DISEASES,Thielaviopsis root rot (black root rot),"Thielaviopsis basicola(Berk. & Broome)
Ferraris",Soybean
FUNGAL DISEASES,Aspergillusspp.,"A. candidusLink:Fr.
A. flavusLink:Fr.
A. glaucusLink:Fr.
A. parasiticusSpeare
A. restrictusG. Sm.",Soybean
FUNGAL DISEASES,Fusariumspp.,F. graminearumSchwabe,Soybean
FUNGAL DISEASES,Chaetomiumspp.,C. cupreumL. M. Ames,Soybean
FUNGAL DISEASES,Neocosmospora vasinfectaE. F. Sm.,(syn.Acremoniumsp.),Soybean
FUNGAL DISEASES,Pestalotiaspp.,"Boeremia exiguavar.exigua(Desm.)
Aveskamp et al.
(syn.Phoma exiguaDesm.)",Soybean
FUNGAL DISEASES,Pleosphaerulina sojicolaMiura,"(syn.Phyllosticta glycineumTehon & E.
Y. Daniels)",Soybean
FUNGAL DISEASES,"Stauronematopsis sojae(Uecker & Kulik)
Abbas et al.","(syn.Pseudorobillarda sojaeUecker &
Kulik)",Soybean
MOLLICUTE DSEASES,Bud proliferation,"Buds proliferate from leaf axils on plant; plant
maturity is delayed",Soybean
MOLLICUTE DSEASES,Machismo,"First symptoms occur after flowering or pod
formation; pods are rigid, flat, and empty or corrugated and leaflike; buds
proliferate from leaf axils anywhere on plant, causing witches’-broom",Soybean
MOLLICUTE DSEASES,Phyllody and witches’-broom,"Phylloid disorder of floral organs; shoot
proliferation and reduced leaflets; resembles machismo",Soybean
MOLLICUTE DSEASES,Phytoplasmas,"Bushy or stunted plants; purple streaks and patches
on stems; marginal necrosis or yellow blotches on leaves; bud proliferation;
reduction of pod numbers at nodes; dark-bluish foliage",Soybean
NEMATODES (PARASITIC),Dagger nematode:,Xiphinema americanumCobb,Soybean
NEMATODES (PARASITIC),Lance nematodes:,"Hoplolaimusspp.
H. columbusSher
H. galeatus(Cobb) Thorne
H. magnistylusRobbins
H. stephanusSher",Soybean
NEMATODES (PARASITIC),Lesion nematodes:,"Pratylenchusspp.
P. agilisThorne & Malek
P. alleniFerris
P. brachyurus(Godfrey) Filip. & Sch.
Stek.
P. coffeae(Zimmerman) Filip. & Sch.
Stek.
P. crenatusLoof
P. hexincisusTaylor & Jenkins
P. neglectus(Rencsh) Filip. & Sch.
Stek.
P. penetrans(Cobb) Filip. & Sch. Stek.
P. pratensis(de Man) Filip.
P. scribneriSteiner
P. sefaenisFortuner
P. teresKhan & Singh
P. thorneiSher & Allen
P. vulnusAllen & Jensen
P. zeaeGraham",Soybean
NEMATODES (PARASITIC),Reniform nematode:,"RotylenchulusreniformisLinford
& Oliveira",Soybean
NEMATODES (PARASITIC),Root-knot nematodes:,"Meloidogynespp.
M. arenaria(Neal) Chitwood
M. haplaChitwood
M. incognita(Kofoid & White) Chitwood
M. javanica(Treub) Chitwood",Soybean
NEMATODES (PARASITIC),Soybean cyst nematode:,Heterodera glycinesIchinohe,Soybean
NEMATODES (PARASITIC),Sting nematodes:,"Belonolaimusspp.
B. longicaudatusRau",Soybean
"NONINFECTIOUS DISEASES, DISORDERS, AND DAMAGE",Anoxia,"Root injury or death caused by extended flooding or
submergence in water",Soybean
"NONINFECTIOUS DISEASES, DISORDERS, AND DAMAGE",Crusting and compaction of soil,"Thickened seedling stems; broken or cracked
hypocotyl arches; occurs after heavy rain or flooding",Soybean
"NONINFECTIOUS DISEASES, DISORDERS, AND DAMAGE",Drought damage,"Stunting, poor vigor, and chlorosis of interveinal
areas of leaves, which changes to general chlorosis with interveinal necrosis
in severe situations",Soybean
"NONINFECTIOUS DISEASES, DISORDERS, AND DAMAGE",Frost damage,"Upper plant damage or death; new growth at lower
nodes",Soybean
"NONINFECTIOUS DISEASES, DISORDERS, AND DAMAGE",Green stem disorder,"Immature, still-green stems after ripening of pods
and seeds",Soybean
"NONINFECTIOUS DISEASES, DISORDERS, AND DAMAGE",Hail damage,"Ragged and torn leaves; broken or cut stems with
dark, sunken areas",Soybean
"NONINFECTIOUS DISEASES, DISORDERS, AND DAMAGE",Heat canker,"Girdling of the hypocotyl at or just above the soil
line; affected tissue is reddish brown and shriveled; entire plant dies within
days; occurs at temperatures above 35°C",Soybean
"NONINFECTIOUS DISEASES, DISORDERS, AND DAMAGE",Lightning damage,"Circular areas of damage within the field;
blackened lower stems and dead leaves; blanched or “cooked” pith",Soybean
"NONINFECTIOUS DISEASES, DISORDERS, AND DAMAGE",Sunburn,"Brick-red spots on leaves that develop brownish
centers; brick-red lesions on petioles and stems",Soybean
VIRUS DISEASES,"African
cassava mosaic","GenusBegomovirus;African cassava mosaic
virus(ACMV)",Soybean
VIRUS DISEASES,"Alfalfa
mosaic",GenusAlfamovirus;Alfalfa mosaic virus(AMV),Soybean
VIRUS DISEASES,"Bean
common mosaic","GenusPotyvirus;Bean common mosaic virus(BCMV), peanut stripe strain, Azuki bean mosaic strain",Soybean
VIRUS DISEASES,"Bean
common mosaic necrosis","GenusPotyvirus;Bean common mosaic
necrosis virus(BCMNV),blackeye cowpea mosaic strain",Soybean
VIRUS DISEASES,"Bean
golden mosaic","GenusBegomovirus;Bean golden mosaic
virus(BGMV)",Soybean
VIRUS DISEASES,Bean leafroll,GenusLuteovirus;Bean leafroll virus(BLRV),Soybean
VIRUS DISEASES,Bean mild mosaic,GenusCarmovirus;Bean mild mosaic virus(BMMV),Soybean
VIRUS DISEASES,"Bean pod
mottle",GenusComovirus;Bean pod mottle virus(BPMV),Soybean
VIRUS DISEASES,"Bean
yellow mosaic",GenusPotyvirus;Bean yellow mosaic virus(BYMV),Soybean
VIRUS DISEASES,Beet western yellows,"GenusPolerovirus;Beet western yellows
virus(BWYV)",Soybean
VIRUS DISEASES,Blackgram mottle,Blackgram mottle virus (BMoV)*,Soybean
VIRUS DISEASES,"Broad
bean true mosaic","GenusComovirus;Broad bean true mosaic
virus(BBTMV)",Soybean
VIRUS DISEASES,"Cotton
leaf curl","GenusBegomovirus;Cotton leaf curl
Kokhran virus(CLCuKoV)",Soybean
VIRUS DISEASES,Cowpea chlorotic mottle,"GenusBromovirus;Cowpea chlorotic mottle
virus(CCMV), bean yellow stipple strain, soybean strain (CCMV-S)",Soybean
VIRUS DISEASES,Cowpea mild mottle,GenusCarlavirus; Cowpea mild mottle virus(CpMMV),Soybean
VIRUS DISEASES,Cowpea mosaic,GenusComovirus; Cowpea mosaic virus(CPMV),Soybean
VIRUS DISEASES,Cowpea mottle,GenusCarmovirus;Cowpea mottle virus(CPMoV),Soybean
VIRUS DISEASES,Cowpea severe mosaic,"GenusComovirus;Cowpea severe mosaic
virus(CPSMV)",Soybean
VIRUS DISEASES,Cucumber mosaic (Soybean stunt),"GenusCucumovirus;Cucumber mosaic virus(CMV),soybean stunt strain (CMV-SS)
(syn. Soybean stunt virus)",Soybean
VIRUS DISEASES,Cycas necrotic stunt,"GenusNepovirus;Cycas necrotic stunt
virus(CNSV),soybean mild mosaic strain
(syns. Soybean chlorotic spot virus; Soybean mild
mosaic virus [SMMV])",Soybean
VIRUS DISEASES,Euphorbia mosaic,GenusBegomovirus;Euphorbia mosaic virus(EuMV),Soybean
VIRUS DISEASES,Glycine mosaic,GenusComovirus; Glycine mosaic virus(GMV),Soybean
VIRUS DISEASES,Indonesian soybean dwarf,Genus unassigned;Indonesian soybean dwarf virus(ISDV),Soybean
VIRUS DISEASES,Milk vetch dwarf,GenusNanovirus;Milk vetch dwarf virus(MVDV),Soybean
VIRUS DISEASES,Mungbean yellow mosaic,"GenusBegomovirus;Mungbean yellow mosaic
India virus(MYMIV)
GenusBegomovirus;Mungbean yellow mosaic
virus(MYMV)",Soybean
VIRUS DISEASES,Okra mottle,GenusBegomovirus;Okra mottle virus(OMoV),Soybean
VIRUS DISEASES,Pea green mottle,GenusComovirus; Pea green mottle virus(PGMV),Soybean
VIRUS DISEASES,Pea mild mottle,GenusComovirus; Pea mildmottle virus(PMMV),Soybean
VIRUS DISEASES,Peanut mottle,GenusPotyvirus;Peanut mottle virus(PMV),Soybean
VIRUS DISEASES,Peanut stunt,GenusCucumovirus;Peanut stunt virus(PSV),Soybean
VIRUS DISEASES,Pepper golden mosaic,GenusBegomovirus; Pepper golden mosaic virus(PepGMV),Soybean
VIRUS DISEASES,Quail pea mosaic,GenusComovirus; Quail pea mosaic virus(QPMV),Soybean
VIRUS DISEASES,Rhynchosia golden mosaic,"GenusBegomovirus; Rhynchosia golden mosaic
virus(RhGMV)",Soybean
VIRUS DISEASES,Sida micrantha mosaic,"GenusBegomovirus;Sida micrantha mosaic
virus(SimMV)",Soybean
VIRUS DISEASES,Sida mottle,GenusBegomovirus; Sida mottle virus(SiMoV),Soybean
VIRUS DISEASES,Southern bean mosaic,"GenusSobemovirus;Southern bean mosaic
virus(SBMV)",Soybean
VIRUS DISEASES,Soybean blistering mosaic,"GenusBegomovirus; Soybean blistering mosaic
virus(SbBMV)",Soybean
VIRUS DISEASES,Soybean chlorotic mottle,"GenusSoymovirus;Soybean chlorotic
mottle virus(SbCMV)",Soybean
VIRUS DISEASES,Soybean chlorotic spot,"GenusBegomovirus;Soybean chlorotic spot
virus(SoCSV)",Soybean
VIRUS DISEASES,Soybean crinkle leaf,"GenusBegomovirus;Soybean crinkle leaf
virus(SCLV)",Soybean
VIRUS DISEASES,Soybean dwarf,GenusLuteovirus;Soybean dwarf virus(SbDV),Soybean
VIRUS DISEASES,Soybean mild mottle,"GenusBegomovirus;Soybean mild mottle
virus(SbMMV)",Soybean
VIRUS DISEASES,Soybean mosaic,GenusPotyvirus;Soybean mosaic virus(SMV),Soybean
VIRUS DISEASES,Soybean Putnam,Soybean Putnam virus (SPuV)*,Soybean
VIRUS DISEASES,Soybean severe stunt,Soybean severe stunt virus (SSSV)*,Soybean
VIRUS DISEASES,Soybean vein necrosis,Soybean vein necrosis virus (SVNV)*,Soybean
VIRUS DISEASES,Soybean yellow mosaic,Soybean yellow mosaic virus (SYMV)*,Soybean
VIRUS DISEASES,Soybean yellow mottle mosaic,"GenusCarmovirus;Soybean yellow mottle
mosaic virus(SYMMV)",Soybean
VIRUS DISEASES,Tobacco mosaic,"GenusTobamovirus;Tobacco mosaic virus(TMV),soybean strain (TMV-S)",Soybean
VIRUS DISEASES,Tobacco ringspot,GenusNepovirus;Tobacco ringspot virus(TRSV),Soybean
VIRUS DISEASES,Tobacco streak,GenusIlarvirus;Tobacco streak virus(TSV),Soybean
VIRUS DISEASES,Tomato ringspot,GenusNepovirus;Tomato ringspot virus(ToRSV),Soybean
VIRUS DISEASES,Tomato spotted wilt,"GenusTospovirus;Tomato spotted wilt
virus(TSWV)",Soybean
BACTERIAL DISEASES,Bacterial leaf spot,Pseudomonas syringaepv.Spinaciaevan Hall,Spinach
BACTERIAL DISEASES,Bacterial soft rot,Pectobacterium carotovorumsubsp.carotovorum(Jones) Hauben et al. emend.Gardan et al.(syn.:Erwinia carotovorasubsp.carotovora(Jones) Bergey et al.),Spinach
FUNGAL DISEASES,Alternaria leaf spot,"Alternaria alternata(Fr.) Keissl.
A. spinaciaeAllesch. & F. Noack",Spinach
FUNGAL DISEASES,Anthracnose,Colletotrichum dematium(Pers.) Grove(syn.:C. spinaciaeEllis & Halst.),Spinach
FUNGAL DISEASES,Aphanomyces root rot,"Aphanomyces cladogamusDrechs.
A. cochlioidesDrechs.",Spinach
FUNGAL DISEASES,Ascochyta leaf spot,Ascochyta spinaciaeBondartzeva-Monteverde(syn.:A. boni-henrici),Spinach
FUNGAL DISEASES,Cercospora leaf spot,Cercospora beticolaSacc.,Spinach
FUNGAL DISEASES,Cladosporium leaf spot,Cladosporium variabile(Cooke) G. A. de Vries(syn.:Heterosporium variabileCooke),Spinach
FUNGAL DISEASES,Damping-off,"Pythium aphanidermatum(Edson) Fitzp.
P. irregulareBuisman(syn.:Globisporangium irregulare(Buisman) Uzuhashi, Tojo, & Kakish)
P. ultimumTrow(syn.: Globisporangium ultimum (Trow) Uzuhashi, Tojo, & Kakish)
Rhizoctonia solaniJ. G. Kühn(syn.:Thanatephorus cucumeris(A. B. Frank) Donk)",Spinach
FUNGAL DISEASES,Downy mildew (Blue mold),Peronospora effusa(Grev.) Rabenh.(syn.:P. farinosaf. sp.spinaciaeByford),Spinach
FUNGAL DISEASES,Fusarium root rot,Fusarium oxysporumSchltdl.,Spinach
FUNGAL DISEASES,Fusarium wilt,Fusarium oxysporumSchltdl.:Fr. f. sp.spinaciae(Sherb.) W. C. Snyder & H. H. Hansen,Spinach
FUNGAL DISEASES,Phoma blight,Phoma nebulosa(Pers.) Berk.,Spinach
FUNGAL DISEASES,Phyllosticta leaf spot,Phyllosticta spinaceaZimm.(syn.:Neocamarosporium betae(Berl.) Ariyawansa),Spinach
FUNGAL DISEASES,Phytophthora root rot,"Phytophthora cryptogeaPethbr. & Lafferty
P. megaspermaDrechs.",Spinach
FUNGAL DISEASES,Pleospora leaf spot (Phoma leaf spot),Pleospora betae(Berl.) Nevod.(syns.:Neocamarosporium betae(Berl.) Ariyawansa;Phoma betaeA. B. Frank),Spinach
FUNGAL DISEASES,Powdery mildew,Leveillula taurica(Lev.) G. Arnaud(syn.:Oidiopsis taurica(Lev. E. S. Salmon)),Spinach
FUNGAL DISEASES,Pythium root rot,"Pythium aphanidermatum(Edson) Fitzp.
P. heterothallicumW. A. Campbell & F. F. Hendrix
P. sylvaticumW. A. Campbell & F. F. Hendrix
P. ultimumTrow(syn.:Globisporangium ultimum(Trow) Uzuhashi, Tojo, & Kakish)",Spinach
FUNGAL DISEASES,Ramularia leaf spot,Ramularia spinaciaeNypels,Spinach
FUNGAL DISEASES,Rhizoctonia root and crown rot,Rhizoctonia solaniJ. G. Kuhn(syn.:Thanatephorus cucumeris(A. B. Frank) Donk),Spinach
FUNGAL DISEASES,Rust,Puccinia aristidaeTracy(syn.:Aecidium capsicumJacz.),Spinach
FUNGAL DISEASES,Stemphylium leaf spot,Stemphylium botryosumWallr.,Spinach
FUNGAL DISEASES,Verticillium wilt,Verticillium dahliaeKleb.,Spinach
FUNGAL DISEASES,White rust,Albugo occidentalisG. W. Wilson,Spinach
FUNGAL DISEASES,White smut,Entyloma ellisiiHalst.,Spinach
NEMATODES (PARASITIC),Clover cyst nematode:,Heterodera trifoliiGoffart,Spinach
NEMATODES (PARASITIC),Lesion nematode:,Pratylenchusspp.,Spinach
NEMATODES (PARASITIC),Root-knot nematode:,Meloidogynespp.,Spinach
NEMATODES (PARASITIC),Stubby-root nematodes:,"Paratrichodorus minor(Colbran) Siddiqi
Trichodorusspp.",Spinach
NEMATODES (PARASITIC),Sugarbeet cyst nematode:,Heterodera schachtiiSchmidt,Spinach
NONINFECTIOUS DISORDER,Tipburn,Calcium deficiency,Spinach
PHYTOPLASMAL DISEASE,Aster yellows,Aster yellows phytoplasma,Spinach
VIRAL DISEASES,Beet mosaic,GenusPotyvirus; Beet mosaic virus(BtMV),Spinach
VIRAL DISEASES,Beet necrotic yellow vein,GenusBenyvirus; Beet necrotic yellow vein virus(BNYVV),Spinach
VIRAL DISEASES,Beet western yellows,GenusPolerovirus; Beet western yellows virus(BWYV),Spinach
VIRAL DISEASES,Broad bean wilt,GenusFabavirus; Broad bean wilt virus(BBWV),Spinach
VIRAL DISEASES,Cucumber mosaic,GenusCucumovirus; Cucumber mosaic virus (CMV),Spinach
VIRAL DISEASES,Curly top,GenusCurtovirus; Beet curly top virus (BCTV),Spinach
VIRAL DISEASES,Impatiens necrotic spot,GenusTospovirus; Impatiens necrotic spot virus(INSV),Spinach
VIRAL DISEASES,Speckles disease (complex),"GenusPolerovirus; Beet western yellows virus(BWYV)
GenusUmbravirus; Lettuce speckles mottle virus(LSMV)",Spinach
VIRAL DISEASES,Spinach curly top,GenusCurtovirus; Spinach curly top virus(SCTV),Spinach
VIRAL DISEASES,Spinach severe curly top,GenusCurtovirus; Spinach severe curly top virus(SSCTV),Spinach
VIRAL DISEASES,Spotted wilt,GenusTospovirus; Tomato spotted wilt virus(TSWV),Spinach
VIRAL DISEASES,Tobacco mosaic,GenusTobamovirus; Tobacco mosaic virus(TMV),Spinach
VIRAL DISEASES,Tobacco rattle,GenusTobravirus; Tobacco rattle virus(TRV),Spinach
VIRAL DISEASES,Turnip mosaic,GenusPotyvirus; Turnip mosaic virus(TuMV),Spinach
VIRAL DISEASES,Turnip mosaic,GenusPotyvirus; Turnip mosaic virus(TuMV),Strawberry
BACTERIAL DISEASES,Angular leaf spot,Xanthomonas fragariaeKennedy & King,Strawberry
BACTERIAL DISEASES,Bacterial wilt,Pseudomonassolanacearum(Smith) Smith,Strawberry
BACTERIAL DISEASES,Cauliflower disease (complex),"Rhodococcus fascians(Tilford) Goodfellow
=Corynebacteriumfascians(Tilford) Dowson andAphelanchoidesfragariae(Ritzema-Bos) Christie",Strawberry
FUNGAL DISEASES,Alternaria fruit rot,Alternaria tenuissima(Kunze:Fr.) Wiltshire,Strawberry
FUNGAL DISEASES,Anther and pistil blight,"RhizoctoniafragariaeHussain & W.E. McKeen
(teleomorph:Ceratobasidiumsp.)",Strawberry
FUNGAL DISEASES,Anthracnose and anthracnose fruit rot and black spot,Colletotrichum acutatumJ.H. SimmondsC. dematium(Pers.) GroveC. gloeosporioides(Penz.) Penz. & Sacc. in Penz.=C. fragariaeA.N. Brooks(teleomorph:Glomerella cingulata(Stoneman) Spauld. & H. Schrenk)Gloeosporiumspp.,Strawberry
FUNGAL DISEASES,Armillaria crown and root rot (shoestring crown and root rot),"Armillariamellea(Vahl:Fr.) P. Kumm.
(anamorph:RhizomorphasubcorticalisPers.)",Strawberry
FUNGAL DISEASES,Black leaf spot,"Alternaria alternata(Fr.:Fr.) Keissl. f. sp.fragariae(inKorea and New Zealand)
Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. inPenz. =C. fragariaeA.N. Brooks",Strawberry
FUNGAL DISEASES,Black root rot (disease complex),"Rhizoctonia fragariaeHussain & W.E. McKeen
(teleomorph:Ceratobasidiumsp.)
Coniothyrium fuckeliiSacc.
(teleomorph:Diapleella coniothyrium(Fuckel) Barr
=Leptosphaeria coniothyrium(Fuckel) Sacc.)
Hainesialythri(Desmaz.) Hohn.
(teleomorph:Discohainesiaoenotherae(Cooke & Ellis)Nannf.)
Idriella lunataP.E. Nelson & K. Wilhelm
Pyrenochaetasp.
Pythiumspp.
P. ultimumTrow",Strawberry
FUNGAL DISEASES,Cercospora leaf spot,"CercosporafragariaeLobik
C.vexansC. Massal.",Strawberry
FUNGAL DISEASES,Charcoal rot,"Macrophomina phaseolina(Tassi) Goidanich
=Botryodiplodiaphaseoli(Maubl.) Thirumal.",Strawberry
FUNGAL DISEASES,Common leaf spot,"Mycosphaerella fragariae(Tul.) Lindau
(anamorph:RamulariabrunneaPeck)",Strawberry
FUNGAL DISEASES,Coniothyrium diseases,"ConiothyriumfuckeliiSacc.
Coniellafragariae(Oudem.) B. Sutton
=ConiothyriumfragariaeOudem.",Strawberry
FUNGAL DISEASES,Dematophora crown and root rot (white root rot),"RosellinianecatrixPrill.
(anamorph:DematophoranecatrixR. Hartig)",Strawberry
FUNGAL DISEASES,Diplodina rot (leaf and stalk rot),"PhomalycopersiciCooke
=DiplodinalycopersiciHollos
(teleomorph:DidymellalycopersiciKleb.)",Strawberry
FUNGAL DISEASES,Downy mildew,"Peronosporapotentillaede Bary
=P.fragariaeRoze & Cornu",Strawberry
